recordType,unit,creationDate,startDate,endDate,value,day of week (numeric),day of week (string),month
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598664500,1598665083,68,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598666248,1598666674,51,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598667504,1598667515,29,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598671843,1598671954,118,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598672807,1598673403,331,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598673639,1598674238,136,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598674238,1598674834,147,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598674837,1598675105,138,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598675536,1598676126,278,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598676137,1598676707,209,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598676745,1598677027,155,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598677772,1598677968,39,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598681631,1598681706,92,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-28,1598682483,1598682609,30,4,Friday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598717575,1598718163,84,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598718955,1598719482,321,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598719613,1598720207,516,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598720214,1598720230,22,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598721069,1598721257,174,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598721933,1598722532,391,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598722532,1598722630,107,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598736398,1598736757,31,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598738930,1598739436,661,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598739725,1598740257,452,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598740339,1598740938,526,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598740938,1598741537,549,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598741537,1598742136,493,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598742144,1598742614,101,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598742779,1598743378,253,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598743378,1598743798,91,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598747009,1598747216,219,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598747758,1598748354,26,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598748357,1598748956,674,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598748956,1598749555,405,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598749555,1598750154,331,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598750179,1598750419,134,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598753423,1598753433,16,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598754902,1598755501,272,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598755501,1598755801,382,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598756149,1598756511,229,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598756855,1598757212,101,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598757609,1598758187,110,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598759104,1598759212,160,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598759974,1598760575,607,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598760575,1598761089,548,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598761915,1598762374,245,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598763048,1598763051,8,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598767970,1598768279,91,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598768763,1598768776,21,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-29,1598769539,1598769542,5,5,Saturday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598771073,1598771084,17,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598773834,1598774315,96,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598774488,1598774555,24,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598804892,1598805075,99,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598805819,1598805892,35,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598806484,1598806887,116,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598807389,1598807913,161,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598809301,1598809407,39,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598810300,1598810566,203,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598811508,1598811859,262,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598812773,1598812972,187,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598814726,1598815187,60,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598815345,1598815572,139,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598816636,1598817232,670,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598817245,1598817823,645,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598818120,1598818187,120,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598819380,1598819638,247,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598820555,1598821150,85,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598821181,1598821455,84,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598821811,1598822254,84,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598822788,1598822814,31,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598823518,1598823603,28,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598824528,1598825028,539,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598825488,1598826014,188,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598826140,1598826719,146,6,Sunday,8
HKQuantityTypeIdentifierStepCount,count,2020-08-30,1598826773,1598827330,210,6,Sunday,8
